Maker,Sub_Category,Count,Year,Vehicle_Type
HONGKONG YIXING (IMPORTER: ADMS MARKETING),Unnamed: 4,0,2022,2W
HOP ELECTRIC MOBILITY PVT LTD,Unnamed: 4,0,2022,2W
HOUSTAN INNOVATION LLP,Unnamed: 4,0,2022,2W
HYUNDAI MOTOR INDIA LTD,Unnamed: 4,0,2022,2W
INDIA KAWASAKI MOTORS PVT LTD,Unnamed: 4,0,2022,2W
INDIA YAMAHA MOTOR PVT LTD,Unnamed: 4,3568,2022,2W
IRA EDUTECH PVT LTD,Unnamed: 4,0,2022,2W
IVOOMI INNOVATION PVT LTD,Unnamed: 4,0,2022,2W
IZANAU ELECTRIC LLP,Unnamed: 4,0,2022,2W
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),Unnamed: 4,0,2022,2W
JIANGSU SUNHOU (IMPORTER: SABOO TOR),Unnamed: 4,0,2022,2W
JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),Unnamed: 4,0,2022,2W
JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),Unnamed: 4,0,2022,2W
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),Unnamed: 4,0,2022,2W
JITENDRA NEW EV-TECH PVT. LTD,Unnamed: 4,332,2022,2W
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),Unnamed: 4,0,2022,2W
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),Unnamed: 4,0,2022,2W
KABIRA MOBILITY LLP,Unnamed: 4,0,2022,2W
KAWASAKI HEAVY INDUSTRIES LTD,Unnamed: 4,0,2022,2W
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Unnamed: 4,0,2022,2W
KINETIC MOTOR COMPANY LIMITED,Unnamed: 4,0,2022,2W
KLB KOMAKI PVT LTD,Unnamed: 4,0,2022,2W
KYTE ENERGY PVT. LTD.,Unnamed: 4,0,2022,2W
LECTRIX E VEHICLES PVT LTD,Unnamed: 4,1127,2022,2W
LML LIMITED,Unnamed: 4,0,2022,2W
LOCAL TRAILER MANUFACTURER,Unnamed: 4,0,2022,2W
LOHIA AUTO INDUSTRIES LTD.,Unnamed: 4,0,2022,2W
M2GO ELECTRIC VEHICLE PVT LTD,Unnamed: 4,0,2022,2W
MAA LUXMI E-VEHICLES PVT. LTD.,Unnamed: 4,0,2022,2W
MAHINDRA & MAHINDRA LIMITED,Unnamed: 4,0,2022,2W
MAHINDRA TWO WHEELERS LTD,Unnamed: 4,0,2022,2W
MAJESTIC AUTO LTD,Unnamed: 4,0,2022,2W
MARUTHISAN PVT LTD,Unnamed: 4,0,2022,2W
MARUTI SUZUKI INDIA LTD,Unnamed: 4,0,2022,2W
MEW ELECTRICALS LIMITED,Unnamed: 4,0,2022,2W
MINI METRO EV L.L.P,Unnamed: 4,0,2022,2W
MIRAKLE 5 AUTOMOBILES PVT LTD,Unnamed: 4,0,2022,2W
MOTOROYALE KINETIC PRIVATE LIMITED,Unnamed: 4,0,2022,2W
M/S VISHNU CLEAN ENERGY VEHICLES LLP,Unnamed: 4,0,2022,2W
MV AGUSTA INDIA PVT LTD,Unnamed: 4,0,2022,2W
NDS ECO MOTORS PVT LTD,Unnamed: 4,0,2022,2W
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),Unnamed: 4,0,2022,2W
NISIKI TECHNOLOGIES PVT LTD,Unnamed: 4,0,2022,2W
NUMEROS MOTORS PVT LTD,Unnamed: 4,0,2022,2W
ODYSSE ELECTRIC VEHICLES PVT LTD,Unnamed: 4,0,2022,2W
OKAYA EV PVT LTD,Unnamed: 4,0,2022,2W
OKINAWA AUTOTECH PVT LTD,Unnamed: 4,75,2022,2W
OLA ELECTRIC TECHNOLOGIES PVT LTD,Unnamed: 4,18,2022,2W
OMJAY EV LIMITED,Unnamed: 4,0,2022,2W
OTHERS,Unnamed: 4,209,2022,2W
OZOTEC AUTOMOBILE PRIVATE LIMITED,Unnamed: 4,0,2022,2W
PIAGGIO VEHICLES PVT LTD,Unnamed: 4,60,2022,2W
POLARIS INDIA PVT LTD,Unnamed: 4,0,2022,2W
PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),Unnamed: 4,0,2022,2W
PUR ENERGY PVT LTD,Unnamed: 4,17,2022,2W
QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),Unnamed: 4,0,2022,2W
QUANTUM ENERGY LTD.,Unnamed: 4,0,2022,2W
REVOLT INTELLICORP PVT LTD,Unnamed: 4,4,2022,2W
RGM BUSINESS PLUS PVT LTD,Unnamed: 4,0,2022,2W
ROWWET MOBILITY PVT LTD,Unnamed: 4,0,2022,2W
ROYAL-ENFIELD (UNIT OF EICHER LTD),Unnamed: 4,2568,2022,2W
SBTEK E MOTO PVT LTD,Unnamed: 4,0,2022,2W
SHRI BARSANA E-VEHICLES PVT LTD,Unnamed: 4,0,2022,2W
SMV,Unnamed: 4,0,2022,2W
SRIVARU MOTORS PVT LTD,Unnamed: 4,0,2022,2W
SUPERECO AUTOMOTIVE CO,Unnamed: 4,0,2022,2W
SUZUKI MOTORCYCLE INDIA PVT LTD,Unnamed: 4,1530,2022,2W
TATA MOTORS LTD,Unnamed: 4,0,2022,2W
THUKRAL ELECTRIC BIKES PVT LTD,Unnamed: 4,0,2022,2W
TORK MOTORS PVT LTD,Unnamed: 4,0,2022,2W
TRIUMPH MOTORCYCLES (INDIA) PVT LTD,Unnamed: 4,0,2022,2W
TUNWAL E MOTORS PVT LTD,Unnamed: 4,0,2022,2W
TVS MOTOR COMPANY LTD,Unnamed: 4,818,2022,2W
TYST DRIVE INDIA PVT LTD,Unnamed: 4,0,2022,2W
WARDWIZARD INNOVATIONS & MOBILITY LIMITED,Unnamed: 4,0,2022,2W
WHITE CARBON MOTORS PVT LTD,Unnamed: 4,0,2022,2W
WUXI DONGMA (IMPORTER: DYNAM PRECISION),Unnamed: 4,0,2022,2W
WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),Unnamed: 4,0,2022,2W
WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),Unnamed: 4,0,2022,2W
WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),Unnamed: 4,0,2022,2W
WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),Unnamed: 4,0,2022,2W
WUXI SAIGE (IMPORTER: WARIVO MOTOR),Unnamed: 4,0,2022,2W
WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),Unnamed: 4,0,2022,2W
XYZ1,Unnamed: 4,0,2022,2W
YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),Unnamed: 4,0,2022,2W
YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),Unnamed: 4,0,2022,2W
YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),Unnamed: 4,0,2022,2W
ZAP (HK) (IMPORTER: IZANAU ELECTRIC),Unnamed: 4,0,2022,2W
ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),Unnamed: 4,0,2022,2W
ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),Unnamed: 4,0,2022,2W
ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),Unnamed: 4,0,2022,2W
ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),Unnamed: 4,0,2022,2W
ADISHWAR AUTO RIDE INDIA PVT LTD,Unnamed: 5,1350,2022,2W
ADRIS ELECTRIC PVT LTD,Unnamed: 5,226,2022,2W
AFTEK MOTORS INDIA PVT LTD,Unnamed: 5,186,2022,2W
AHMED MOTORS,Unnamed: 5,18,2022,2W
AJS MOTORCYCLES LTD,Unnamed: 5,1,2022,2W
ALTIUS EV TECH PVT LTD,Unnamed: 5,67,2022,2W
AMO MOBILITY SOLUTIONS PVT LTD,Unnamed: 5,1496,2022,2W
AMPERE VEHICLES PRIVATE LIMITED,Unnamed: 5,79859,2022,2W
AMPERE VEHICLES PVT LTD,Unnamed: 5,2391,2022,2W
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,Unnamed: 5,6,2022,2W
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),Unnamed: 5,1,2022,2W
ANVITA AUTO TECH WORKS PVT LTD,Unnamed: 5,30,2022,2W
ATHER ENERGY LTD,Unnamed: 5,51813,2022,2W
ATOMEX E-MOTORS INDIA PVT LTD,Unnamed: 5,3,2022,2W
AUTOROLA INDIA TO,Unnamed: 5,1,2022,2W
AYAAN ELECTRONIC PVT LTD,Unnamed: 5,132,2022,2W
BAJAJ AUTO LTD,Unnamed: 5,1673683,2022,2W
BATTRE ELECTRIC MOBLITY PVT LTD,Unnamed: 5,516,2022,2W
BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,Unnamed: 5,13130,2022,2W
BGAUSS AUTO PRIVATE LIMITED,Unnamed: 5,1983,2022,2W
BLIX CYCLES AND E-VEHICLES PVT LTD,Unnamed: 5,45,2022,2W
BMW INDIA PVT LTD,Unnamed: 5,6697,2022,2W
BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,Unnamed: 5,484,2022,2W
BOUNCE ELECTRIC 1 PVT LTD,Unnamed: 5,4515,2022,2W
BSA MOTORS,Unnamed: 5,2,2022,2W
CHANDANA CORPORATION,Unnamed: 5,426,2022,2W
CLASSIC LEGENDS PVT LTD,Unnamed: 5,40968,2022,2W
DAO EVTECH PRIVATE LIMITED,Unnamed: 5,102,2022,2W
DILLI ELECTRIC AUTO PVT LTD,Unnamed: 5,2,2022,2W
DSK MOTOWHEELS PVT LTD.,Unnamed: 5,1,2022,2W
DUCATI INDIA PVT LTD,Unnamed: 5,374,2022,2W
DUCATI MOTOR HOLDING S.P.A,Unnamed: 5,2,2022,2W
ECO FUEL SYSTEMS (I) PVT LTD,Unnamed: 5,728,2022,2W
EICHER MOTORS LTD,Unnamed: 5,2,2022,2W
ELECTRECA VEHICLES,Unnamed: 5,93,2022,2W
ELTHOR ENERGY PRIVATE LIMITED,Unnamed: 5,735,2022,2W
ENGTIAN ELECTRIC BIKE PVT LTD,Unnamed: 5,141,2022,2W
ESCORTS CONSTRUCTION EQUIPMENT LTD,Unnamed: 5,24,2022,2W
ESCORTS R&D CENTRE,Unnamed: 5,1,2022,2W
EVTRIC MOTORS PVT LTD,Unnamed: 5,162,2022,2W
EXERVAL PVT LTD,Unnamed: 5,127,2022,2W
FIADO INDUSTRIES PVT LTD,Unnamed: 5,5,2022,2W
GODREJ AND BOYCE MFG CO LTD,Unnamed: 5,1,2022,2W
GO GREEN EOT (ENERGY OF THINGS) PVT LTD,Unnamed: 5,7,2022,2W
GOREEN E-MOBILITY PVT LTD,Unnamed: 5,5345,2022,2W
GREAVES ELECTRIC MOBILITY PVT LTD,Unnamed: 5,410,2022,2W
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),Unnamed: 5,8,2022,2W
HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),Unnamed: 5,359,2022,2W
H-D MOTOR COMPANY INDIA PVT LTD,Unnamed: 5,61,2022,2W
HERO ELECTRIC VEHICLE PVT LTD,Unnamed: 5,2538,2022,2W
HERO ELECTRIC VEHICLES PVT. LTD,Unnamed: 5,97828,2022,2W
HERO HONDA MOTORS  LTD,Unnamed: 5,79,2022,2W
HERO MOTOCORP LTD,Unnamed: 5,5031586,2022,2W
HILLMAN MOTORS LTD,Unnamed: 5,1,2022,2W
HONDA CARS INDIA LTD,Unnamed: 5,1027,2022,2W
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,Unnamed: 5,3862945,2022,2W
HONGHUA INTER CO LTD,Unnamed: 5,1,2022,2W
HONGKONG YIXING (IMPORTER: ADMS MARKETING),Unnamed: 5,14,2022,2W
HOP ELECTRIC MOBILITY PVT LTD,Unnamed: 5,2,2022,2W
HOUSTAN INNOVATION LLP,Unnamed: 5,33,2022,2W
HYUNDAI MOTOR INDIA LTD,Unnamed: 5,3,2022,2W
INDIA KAWASAKI MOTORS PVT LTD,Unnamed: 5,3257,2022,2W
INDIA YAMAHA MOTOR PVT LTD,Unnamed: 5,544759,2022,2W
IRA EDUTECH PVT LTD,Unnamed: 5,98,2022,2W
IVOOMI INNOVATION PVT LTD,Unnamed: 5,627,2022,2W
IZANAU ELECTRIC LLP,Unnamed: 5,32,2022,2W
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),Unnamed: 5,31,2022,2W
JIANGSU SUNHOU (IMPORTER: SABOO TOR),Unnamed: 5,1,2022,2W
JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),Unnamed: 5,41,2022,2W
JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),Unnamed: 5,12,2022,2W
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),Unnamed: 5,496,2022,2W
JITENDRA NEW EV-TECH PVT. LTD,Unnamed: 5,9553,2022,2W
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),Unnamed: 5,9,2022,2W
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),Unnamed: 5,37,2022,2W
KABIRA MOBILITY LLP,Unnamed: 5,107,2022,2W
KAWASAKI HEAVY INDUSTRIES LTD,Unnamed: 5,5,2022,2W
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Unnamed: 5,2085,2022,2W
KINETIC MOTOR COMPANY LIMITED,Unnamed: 5,9,2022,2W
KLB KOMAKI PVT LTD,Unnamed: 5,3487,2022,2W
KYTE ENERGY PVT. LTD.,Unnamed: 5,18,2022,2W
LECTRIX E VEHICLES PVT LTD,Unnamed: 5,2350,2022,2W
LML LIMITED,Unnamed: 5,6,2022,2W
LOCAL TRAILER MANUFACTURER,Unnamed: 5,1,2022,2W
LOHIA AUTO INDUSTRIES LTD.,Unnamed: 5,1,2022,2W
M2GO ELECTRIC VEHICLE PVT LTD,Unnamed: 5,4,2022,2W
MAA LUXMI E-VEHICLES PVT. LTD.,Unnamed: 5,18,2022,2W
MAHINDRA & MAHINDRA LIMITED,Unnamed: 5,117,2022,2W
MAHINDRA TWO WHEELERS LTD,Unnamed: 5,5,2022,2W
MAJESTIC AUTO LTD,Unnamed: 5,2,2022,2W
MARUTHISAN PVT LTD,Unnamed: 5,84,2022,2W
MARUTI SUZUKI INDIA LTD,Unnamed: 5,37,2022,2W
MEW ELECTRICALS LIMITED,Unnamed: 5,3215,2022,2W
MINI METRO EV L.L.P,Unnamed: 5,1,2022,2W
MIRAKLE 5 AUTOMOBILES PVT LTD,Unnamed: 5,18,2022,2W
MOTOROYALE KINETIC PRIVATE LIMITED,Unnamed: 5,2,2022,2W
M/S VISHNU CLEAN ENERGY VEHICLES LLP,Unnamed: 5,3,2022,2W
MV AGUSTA INDIA PVT LTD,Unnamed: 5,1,2022,2W
NDS ECO MOTORS PVT LTD,Unnamed: 5,28,2022,2W
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),Unnamed: 5,208,2022,2W
NISIKI TECHNOLOGIES PVT LTD,Unnamed: 5,167,2022,2W
NUMEROS MOTORS PVT LTD,Unnamed: 5,335,2022,2W
ODYSSE ELECTRIC VEHICLES PVT LTD,Unnamed: 5,313,2022,2W
OKAYA EV PVT LTD,Unnamed: 5,8914,2022,2W
OKINAWA AUTOTECH PVT LTD,Unnamed: 5,103621,2022,2W
OLA ELECTRIC TECHNOLOGIES PVT LTD,Unnamed: 5,109403,2022,2W
OMJAY EV LIMITED,Unnamed: 5,172,2022,2W
OTHERS,Unnamed: 5,160257,2022,2W
OZOTEC AUTOMOBILE PRIVATE LIMITED,Unnamed: 5,93,2022,2W
PIAGGIO VEHICLES PVT LTD,Unnamed: 5,47388,2022,2W
POLARIS INDIA PVT LTD,Unnamed: 5,14,2022,2W
PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),Unnamed: 5,23,2022,2W
PUR ENERGY PVT LTD,Unnamed: 5,14953,2022,2W
QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),Unnamed: 5,98,2022,2W
QUANTUM ENERGY LTD.,Unnamed: 5,25,2022,2W
REVOLT INTELLICORP PVT LTD,Unnamed: 5,14912,2022,2W
RGM BUSINESS PLUS PVT LTD,Unnamed: 5,1565,2022,2W
ROWWET MOBILITY PVT LTD,Unnamed: 5,143,2022,2W
ROYAL-ENFIELD (UNIT OF EICHER LTD),Unnamed: 5,644455,2022,2W
SBTEK E MOTO PVT LTD,Unnamed: 5,19,2022,2W
SHRI BARSANA E-VEHICLES PVT LTD,Unnamed: 5,1,2022,2W
SMV,Unnamed: 5,26,2022,2W
SRIVARU MOTORS PVT LTD,Unnamed: 5,60,2022,2W
SUPERECO AUTOMOTIVE CO,Unnamed: 5,14,2022,2W
SUZUKI MOTORCYCLE INDIA PVT LTD,Unnamed: 5,648476,2022,2W
TATA MOTORS LTD,Unnamed: 5,1,2022,2W
THUKRAL ELECTRIC BIKES PVT LTD,Unnamed: 5,1,2022,2W
TORK MOTORS PVT LTD,Unnamed: 5,319,2022,2W
TRIUMPH MOTORCYCLES (INDIA) PVT LTD,Unnamed: 5,1014,2022,2W
TUNWAL E MOTORS PVT LTD,Unnamed: 5,58,2022,2W
TVS MOTOR COMPANY LTD,Unnamed: 5,2385445,2022,2W
TYST DRIVE INDIA PVT LTD,Unnamed: 5,40,2022,2W
WARDWIZARD INNOVATIONS & MOBILITY LIMITED,Unnamed: 5,314,2022,2W
WHITE CARBON MOTORS PVT LTD,Unnamed: 5,82,2022,2W
WUXI DONGMA (IMPORTER: DYNAM PRECISION),Unnamed: 5,6,2022,2W
WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),Unnamed: 5,2,2022,2W
WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),Unnamed: 5,4,2022,2W
WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),Unnamed: 5,6,2022,2W
WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),Unnamed: 5,12,2022,2W
WUXI SAIGE (IMPORTER: WARIVO MOTOR),Unnamed: 5,1,2022,2W
WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),Unnamed: 5,15,2022,2W
XYZ1,Unnamed: 5,1,2022,2W
YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),Unnamed: 5,25,2022,2W
YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),Unnamed: 5,1,2022,2W
YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),Unnamed: 5,13,2022,2W
ZAP (HK) (IMPORTER: IZANAU ELECTRIC),Unnamed: 5,35,2022,2W
ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),Unnamed: 5,10,2022,2W
ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),Unnamed: 5,90,2022,2W
ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),Unnamed: 5,21,2022,2W
ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),Unnamed: 5,7,2022,2W
AADITYA EMOTORS INDIA PVT LTD,Unnamed: 2,0,2023,2W
ABZO MOTORS PVT LTD,Unnamed: 2,0,2023,2W
ADISHWAR AUTO RIDE INDIA PVT.LTD,Unnamed: 2,0,2023,2W
ADISHWAR AUTO RIDE INDIA PVT LTD,Unnamed: 2,0,2023,2W
ADRIS ELECTRIC PVT LTD,Unnamed: 2,0,2023,2W
AFTEK MOTORS INDIA PVT LTD,Unnamed: 2,0,2023,2W
AJS MOTORCYCLES LTD,Unnamed: 2,0,2023,2W
ALTIUS EV TECH PVT LTD,Unnamed: 2,0,2023,2W
AMO MOBILITY SOLUTIONS PVT LTD,Unnamed: 2,0,2023,2W
AMPERE VEHICLES PRIVATE LIMITED,Unnamed: 2,14,2023,2W
AMPERE VEHICLES PVT LTD,Unnamed: 2,0,2023,2W
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,Unnamed: 2,0,2023,2W
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),Unnamed: 2,0,2023,2W
ANCHI MOTORCYCLE(IMPORTER:GREEN FUEL ALTERNATIVES),Unnamed: 2,0,2023,2W
ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),Unnamed: 2,0,2023,2W
ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),Unnamed: 2,0,2023,2W
ANVITA AUTO TECH WORKS PVT LTD,Unnamed: 2,0,2023,2W
ATHER ENERGY LTD,Unnamed: 2,0,2023,2W
ATOMEX E-MOTORS INDIA PVT LTD,Unnamed: 2,0,2023,2W
ATUMOBILE PVT LTD,Unnamed: 2,0,2023,2W
AYAAN ELECTRONIC PVT LTD,Unnamed: 2,0,2023,2W
BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),Unnamed: 2,0,2023,2W
BAJAJ AUTO LTD,Unnamed: 2,17,2023,2W
BATTRE ELECTRIC MOBLITY PVT LTD,Unnamed: 2,0,2023,2W
BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,Unnamed: 2,0,2023,2W
BGAUSS AUTO PRIVATE LIMITED,Unnamed: 2,0,2023,2W
BLIX CYCLES AND E-VEHICLES PVT LTD,Unnamed: 2,0,2023,2W
BMW INDIA PVT LTD,Unnamed: 2,0,2023,2W
BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,Unnamed: 2,0,2023,2W
BOUNCE ELECTRIC 1 PVT LTD,Unnamed: 2,0,2023,2W
BSA MOTORS,Unnamed: 2,0,2023,2W
CHANDANA CORPORATION,Unnamed: 2,0,2023,2W
CHETAK TECHNOLOGY LIMITED,Unnamed: 2,0,2023,2W
CHINA HAOCHEN (IMPORTER: ADMS MARKETING),Unnamed: 2,0,2023,2W
CLASSIC LEGENDS PVT LTD,Unnamed: 2,1,2023,2W
DAO EVTECH PRIVATE LIMITED,Unnamed: 2,0,2023,2W
DONGMA VEHICLE (IMPORTER: MERCURY METALS),Unnamed: 2,0,2023,2W
DUCATI INDIA PVT LTD,Unnamed: 2,0,2023,2W
DUCATI MOTOR HOLDING S.P.A,Unnamed: 2,0,2023,2W
DURGA FILTERS PVT LTD,Unnamed: 2,0,2023,2W
ECO FUEL SYSTEMS (I) PVT LTD,Unnamed: 2,0,2023,2W
ELECTRECA VEHICLES,Unnamed: 2,1,2023,2W
ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),Unnamed: 2,0,2023,2W
ELTHOR ENERGY PRIVATE LIMITED,Unnamed: 2,0,2023,2W
ENGTIAN ELECTRIC BIKE PVT LTD,Unnamed: 2,0,2023,2W
ENIGMA AUTOMOBILES PVT LTD,Unnamed: 2,0,2023,2W
E ROYCE MOTORS INDIA PVT LTD,Unnamed: 2,0,2023,2W
ESCORTS R&D CENTRE,Unnamed: 2,0,2023,2W
E-SPRINTO GREEN ENERGY PVT LTD,Unnamed: 2,0,2023,2W
EVTRIC MOTORS PVT LTD,Unnamed: 2,0,2023,2W
EXERVAL PVT LTD,Unnamed: 2,0,2023,2W
FIADO INDUSTRIES PVT LTD,Unnamed: 2,0,2023,2W
FSTMOTO (IMPORTER: AUTOICARE INNOVATION),Unnamed: 2,0,2023,2W
FUJIYAMA POWER INFRA PVT. LTD.,Unnamed: 2,0,2023,2W
GODAWARI ELECTRIC MOTORS PVT LTD,Unnamed: 2,0,2023,2W
GOGORO (IMPORTER: GOGORO INDIA PRIVATE LTD),Unnamed: 2,0,2023,2W
GOGORO INDIA PVT LTD,Unnamed: 2,0,2023,2W
GO GREEN EOT (ENERGY OF THINGS) PVT LTD,Unnamed: 2,0,2023,2W
GOLDENLION (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),Unnamed: 2,0,2023,2W
GOREEN E-MOBILITY PVT LTD,Unnamed: 2,0,2023,2W
GREAVES ELECTRIC MOBILITY PVT LTD,Unnamed: 2,0,2023,2W
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),Unnamed: 2,0,2023,2W
HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),Unnamed: 2,0,2023,2W
HAYASA E-MOBILITY (INDIA) PVT LTD,Unnamed: 2,0,2023,2W
H-D MOTOR COMPANY INDIA PVT LTD,Unnamed: 2,0,2023,2W
HERO ELECTRIC VEHICLES PVT. LTD,Unnamed: 2,3,2023,2W
HERO HONDA MOTORS  LTD,Unnamed: 2,0,2023,2W
HERO MOTOCORP LTD,Unnamed: 2,15841,2023,2W
HOMFEEL VEGH AUTOMOBILES PVT LTD,Unnamed: 2,0,2023,2W
HONDA CARS INDIA LTD,Unnamed: 2,0,2023,2W
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,Unnamed: 2,1304,2023,2W
HONGKONG YIXING (IMPORTER: ADMS MARKETING),Unnamed: 2,0,2023,2W
HONGKONG YIXING (IMPORTER: VICTORY ELECTRIC),Unnamed: 2,0,2023,2W
HOP ELECTRIC MOBILITY PVT LTD,Unnamed: 2,0,2023,2W
HOUSTAN INNOVATION LLP,Unnamed: 2,0,2023,2W
HSU DRAGON (IMPORTER: DARK FIGHT POWER PVT LTD),Unnamed: 2,0,2023,2W
IDEAL JAWA INDIA PVT LTD,Unnamed: 2,0,2023,2W
INDIA KAWASAKI MOTORS PVT LTD,Unnamed: 2,0,2023,2W
INDIA YAMAHA MOTOR PVT LTD,Unnamed: 2,10,2023,2W
IRA EDUTECH PVT LTD,Unnamed: 2,0,2023,2W
IVOOMI INNOVATION PVT LTD,Unnamed: 2,0,2023,2W
IZANAU ELECTRIC LLP,Unnamed: 2,0,2023,2W
JIANGSU AIMA (IMPORTER: FUTURE EV),Unnamed: 2,0,2023,2W
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),Unnamed: 2,0,2023,2W
JIANGSU DALONG (IMPORTER: ENGTIAN ELECTRIC),Unnamed: 2,0,2023,2W
JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),Unnamed: 2,0,2023,2W
JIANGSU DALONG (IMPORTER: RILOX EV PVT LTD),Unnamed: 2,0,2023,2W
JIANGSU DALONG (IMPORTER: SABOO TOR),Unnamed: 2,0,2023,2W
JIANGSU DALONG (IMPORTER:TYLOS ELECTRIC VEHICLES),Unnamed: 2,0,2023,2W
JIANGSU DALONG JIANHAO (IMPORTER: GREEN INDIA),Unnamed: 2,0,2023,2W
JIANGSU GUOWEI (IMPORTER: REVEAL ELECTRIC),Unnamed: 2,0,2023,2W
JIANGSU SUNHOU (IMPORTER: SABOO TOR),Unnamed: 2,0,2023,2W
JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),Unnamed: 2,0,2023,2W
JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),Unnamed: 2,0,2023,2W
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),Unnamed: 2,0,2023,2W
JITENDRA NEW EV-TECH PVT. LTD,Unnamed: 2,0,2023,2W
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),Unnamed: 2,0,2023,2W
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),Unnamed: 2,0,2023,2W
JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),Unnamed: 2,0,2023,2W
KABIRA MOBILITY LLP,Unnamed: 2,0,2023,2W
KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),Unnamed: 2,0,2023,2W
KAINING (HONGKONG) (IMPORTER: ENIGMA AUTOMOBILES),Unnamed: 2,0,2023,2W
KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),Unnamed: 2,0,2023,2W
KAINING (HONGKONG) (IMPORTER: TOXMO ELECTRIC),Unnamed: 2,0,2023,2W
